#Name	Car.v	DistanceKm	Driver.Brake	Driver.Gas	Driver.GearNo	Fefficiency	FullBatteryCapacity	PT.BattHV.Energy	Time	Time.Global	UsedCapacity	Vhcl.Wind.vx	Vhcl.Wind.vy	Vhcl.Wind.vz
#Unit	m/s	Km	-	-	-	wh per km	kwh	kWh	s	s	kwh	m/s	m/s	m/s
#nStates	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	          11.55528	         7.2470256	                 0	                 1	                 0	               703	              12.8	         7.7008831	               583	           583.624	         5.0991097	                 0	                 0	                 0
	          12.61608	         7.2591133	                 0	                 1	                 0	               703	              12.8	         7.6934132	               584	           584.624	          5.106579	                 0	                 0	                 0
	         13.646481	         7.2722466	                 0	                 1	                 0	               703	              12.8	         7.6853807	               585	           585.624	          5.114611	                 0	                 0	                 0
	         14.648888	         7.2863958	                 0	                 1	                 0	               703	              12.8	         7.6767784	               586	           586.624	         5.1232127	                 0	                 0	                 0
	         15.628538	         7.3015359	                 0	                 1	                 0	               702	              12.8	         7.6676071	               587	           587.624	         5.1323835	                 0	                 0	                 0
	         16.586692	         7.3176445	                 0	                 1	                 0	               702	              12.8	         7.6578725	               588	           588.624	         5.1421175	                 0	                 0	                 0
	          17.53219	         7.3347042	                 0	                 1	                 0	               702	              12.8	         7.6475801	               589	           589.624	         5.1524093	                 0	                 0	                 0
	         18.472586	         7.3527063	                 0	                 1	                 0	               702	              12.8	         7.6367319	               590	           590.624	          5.163257	                 0	                 0	                 0
	         19.413882	         7.3716489	                 0	                 1	                 0	               701	              12.8	         7.6253265	               591	           591.624	         5.1746619	                 0	                 0	                 0
	          20.34806	         7.3915313	                 0	                 1	                 0	               701	              12.8	         7.6135612	               592	           592.624	          5.186427	                 0	                 0	                 0
	         21.264195	         7.4123381	                 0	                 1	                 0	               701	              12.8	         7.6018161	               593	           593.624	         5.1981722	                 0	                 0	                 0
	         22.169539	         7.4340552	                 0	                 1	                 0	               700	              12.8	         7.5900791	               594	           594.624	         5.2099091	                 0	                 0	                 0
	         23.061264	         7.4566719	                 0	                 1	                 0	               700	              12.8	         7.5783468	               595	           595.624	         5.2216414	                 0	                 0	                 0
	         23.923893	         7.4801671	                 0	                 1	                 0	               699	              12.8	          7.566617	               596	           596.624	         5.2333713	                 0	                 0	                 0
	         24.250593	         7.5043776	                 0	                 0	                 0	               697	              12.8	         7.5637686	               597	           597.624	         5.2362325	                 0	                 0	                 0
	         22.188496	         7.5279058	        0.27828199	                 0	                 0	               695	              12.8	         7.5647123	               598	           598.624	         5.2352885	                 0	                 0	                 0
	          19.03136	         7.5484842	        0.23686638	                 0	                 0	               693	              12.8	         7.5654337	               599	           599.624	         5.2345669	                 0	                 0	                 0
	         16.603411	         7.5662295	        0.15554637	                 0	                 0	               691	              12.8	         7.5660093	               600	           600.624	         5.2339912	                 0	                 0	                 0
	         14.943628	         7.5819508	       0.094872155	                 0	                 0	               690	              12.8	          7.566495	               601	           601.624	         5.2335055	                 0	                 0	                 0
	         13.801919	         7.5962897	       0.053900418	                 0	                 0	               688	              12.8	          7.566925	               602	           602.624	         5.2330754	                 0	                 0	                 0
	         13.002748	          7.609669	       0.025702722	                 0	                 0	               687	              12.8	         7.5673195	               603	           603.624	         5.2326808	                 0	                 0	                 0
	         12.439957	         7.6223743	      0.0053730991	                 0	                 0	               686	              12.8	         7.5676911	               604	           604.624	         5.2323093	                 0	                 0	                 0
	         12.035207	         7.6346066	                 0	       0.046067231	                 0	               685	              12.8	         7.5679379	               605	           605.624	         5.2320621	                 0	                 0	                 0
	         11.763821	         7.6464941	                 0	         0.1747425	                 0	               684	              12.8	         7.5672328	               606	           606.624	         5.2327662	                 0	                 0	                 0
	         11.613013	         7.6581741	                 0	         0.2589315	                 0	               683	              12.8	          7.565851	               607	           607.624	         5.2341474	                 0	                 0	                 0
	          11.50948	         7.6697385	                 0	        0.22161423	                 0	               682	              12.8	         7.5644049	               608	           608.624	          5.235594	                 0	                 0	                 0
	         11.312055	         7.6811569	                 0	        0.13841606	                 0	               681	              12.8	         7.5636722	               609	           609.624	         5.2363272	                 0	                 0	                 0
	         11.098755	         7.6923559	                 0	        0.18811139	                 0	               680	              12.8	         7.5629463	               610	           610.624	         5.2370527	                 0	                 0	                 0
	         11.022267	         7.7034045	                 0	         0.2841413	                 0	               680	              12.8	         7.5614954	               611	           611.624	         5.2385029	                 0	                 0	                 0
	         11.057478	         7.7144377	                 0	        0.32311671	                 0	               679	              12.8	         7.5596518	               612	           612.624	         5.2403463	                 0	                 0	                 0
	         11.142489	          7.725536	                 0	        0.31005421	                 0	               678	              12.8	         7.5577852	               613	           613.624	          5.242213	                 0	                 0	                 0
	         11.210892	         7.7367159	                 0	        0.25592761	                 0	               677	              12.8	          7.556248	               614	           614.624	         5.2437506	                 0	                 0	                 0
	         11.239741	         7.7479443	                 0	        0.20663559	                 0	               676	              12.8	         7.5550794	               615	           615.624	         5.2449195	                 0	                 0	                 0
	         11.235942	         7.7591844	                 0	        0.17070568	                 0	               676	              12.8	         7.5541964	               616	           616.624	         5.2458028	                 0	                 0	                 0
	         11.209825	         7.7704089	                 0	        0.14495064	                 0	               675	              12.8	         7.5535118	               617	           617.624	         5.2464876	                 0	                 0	                 0
	         11.170158	         7.7815995	                 0	         0.1341975	                 0	               674	              12.8	          7.552937	               618	           618.624	         5.2470625	                 0	                 0	                 0
	         11.130335	         7.7927493	                 0	        0.13644672	                 0	               673	              12.8	         7.5523665	               619	           619.624	         5.2476329	                 0	                 0	                 0
	         11.098345	         7.8038627	                 0	        0.14890197	                 0	               672	              12.8	         7.5517292	               620	           620.624	         5.2482701	                 0	                 0	                 0
	         11.079883	         7.8149508	                 0	        0.16464244	                 0	               671	              12.8	         7.5509731	               621	           621.624	         5.2490261	                 0	                 0	                 0
	         11.039265	         7.8260163	                 0	        0.12193074	                 0	               670	              12.8	         7.5503615	               622	           622.624	         5.2496381	                 0	                 0	                 0
	         10.926785	         7.8370028	                 0	        0.10541242	                 0	               669	              12.8	         7.5500143	               623	           623.624	         5.2499854	                 0	                 0	                 0
	          10.82243	         7.8478731	                 0	        0.14632953	                 0	               669	              12.8	         7.5494796	               624	           624.624	         5.2505197	                 0	                 0	                 0
	         10.777882	         7.8586685	                 0	        0.19141656	                 0	               668	              12.8	         7.5486122	               625	           625.624	         5.2513869	                 0	                 0	                 0
	         10.779866	         7.8694445	                 0	        0.21905524	                 0	               667	              12.8	         7.5475196	               626	           626.624	         5.2524792	                 0	                 0	                 0
	         10.806521	         7.8802364	                 0	        0.22872422	                 0	               666	              12.8	          7.546327	               627	           627.624	         5.2536718	                 0	                 0	                 0
	         10.842056	         7.8910604	                 0	        0.22411324	                 0	               665	              12.8	         7.5451405	               628	           628.624	         5.2548583	                 0	                 0	                 0
	         10.872995	         7.9019189	                 0	        0.21022535	                 0	               665	              12.8	         7.5440352	               629	           629.624	         5.2559637	                 0	                 0	                 0
	          10.88904	         7.9128013	                 0	        0.19596072	                 0	               664	              12.8	         7.5430323	               630	           630.624	         5.2569667	                 0	                 0	                 0
	         10.890541	         7.9236921	                 0	        0.18649049	                 0	               663	              12.8	         7.5421054	               631	           631.624	         5.2578937	                 0	                 0	                 0
	         10.883667	         7.9345796	                 0	        0.18233416	                 0	               662	              12.8	         7.5412169	               632	           632.624	         5.2587822	                 0	                 0	                 0
	         10.874369	         7.9454586	                 0	        0.18204604	                 0	               661	              12.8	         7.5403366	               633	           633.624	         5.2596625	                 0	                 0	                 0
	         10.866288	         7.9563287	                 0	        0.18394664	                 0	               661	              12.8	         7.5394465	               634	           634.624	         5.2605526	                 0	                 0	                 0
	         10.861225	         7.9671922	                 0	        0.18660665	                 0	               660	              12.8	         7.5385385	               635	           635.624	         5.2614606	                 0	                 0	                 0
	         10.859282	         7.9780523	                 0	        0.18883157	                 0	               659	              12.8	         7.5376138	               636	           636.624	         5.2623852	                 0	                 0	                 0
	         10.859278	         7.9889115	                 0	        0.19040825	                 0	               658	              12.8	         7.5366776	               637	           637.624	         5.2633214	                 0	                 0	                 0
	         10.860856	         7.9997713	                 0	        0.19075434	                 0	               658	              12.8	          7.535737	               638	           638.624	         5.2642621	                 0	                 0	                 0
	          10.86239	          8.010633	                 0	        0.19057167	                 0	               657	              12.8	         7.5347965	               639	           639.624	         5.2652026	                 0	                 0	                 0
	         10.863402	          8.021496	                 0	        0.19040295	                 0	               656	              12.8	         7.5338567	               640	           640.624	         5.2661424	                 0	                 0	                 0
	         10.863733	         8.0323596	                 0	        0.19035583	                 0	               655	              12.8	         7.5329175	               641	           641.624	         5.2670815	                 0	                 0	                 0
	         10.863432	         8.0432232	                 0	         0.1906132	                 0	               654	              12.8	         7.5319773	               642	           642.624	         5.2680217	                 0	                 0	                 0
	          10.86275	         8.0540863	                 0	        0.19124433	                 0	               654	              12.8	         7.5310335	               643	           643.624	         5.2689656	                 0	                 0	                 0
	         10.862021	         8.0649487	                 0	        0.19215829	                 0	               653	              12.8	         7.5300838	               644	           644.624	         5.2699152	                 0	                 0	                 0
	         10.861599	         8.0758105	                 0	        0.19312671	                 0	               652	              12.8	         7.5291275	               645	           645.624	         5.2708716	                 0	                 0	                 0
	         10.861703	         8.0866721	                 0	        0.19387576	                 0	               651	              12.8	         7.5281654	               646	           646.624	         5.2718337	                 0	                 0	                 0
	          10.86224	          8.097534	                 0	        0.19429361	                 0	               651	              12.8	         7.5271997	               647	           647.624	         5.2727993	                 0	                 0	                 0
	         10.862895	         8.1083966	                 0	        0.19445672	                 0	               650	              12.8	         7.5262326	               648	           648.624	         5.2737664	                 0	                 0	                 0
	         10.863435	         8.1192598	                 0	        0.19451499	                 0	               649	              12.8	         7.5252649	               649	           649.624	         5.2747342	                 0	                 0	                 0
	         10.863586	         8.1301233	                 0	        0.19462846	                 0	               648	              12.8	         7.5242965	               650	           650.624	         5.2757025	                 0	                 0	                 0
	         10.863847	          8.140987	                 0	         0.1946345	                 0	               648	              12.8	         7.5233277	               651	           651.624	         5.2766713	                 0	                 0	                 0
	          10.86454	         8.1518511	                 0	        0.19426935	                 0	               647	              12.8	         7.5223606	               652	           652.624	         5.2776384	                 0	                 0	                 0
	         10.865373	         8.1627161	                 0	        0.19355476	                 0	               646	              12.8	         7.5213978	               653	           653.624	         5.2786013	                 0	                 0	                 0
	         10.865965	         8.1735818	                 0	        0.19270397	                 0	               645	              12.8	         7.5204406	               654	           654.624	         5.2795585	                 0	                 0	                 0
	         10.866193	         8.1844479	                 0	        0.19189739	                 0	               645	              12.8	          7.519489	               655	           655.624	           5.28051	                 0	                 0	                 0
	         10.866134	         8.1953141	                 0	        0.19120534	                 0	               644	              12.8	         7.5185425	               656	           656.624	         5.2814566	                 0	                 0	                 0
	         10.865908	         8.2061801	                 0	         0.1906421	                 0	               643	              12.8	         7.5175999	               657	           657.624	         5.2823991	                 0	                 0	                 0
	         10.865605	         8.2170459	                 0	        0.19020171	                 0	               642	              12.8	         7.5166606	               658	           658.624	         5.2833384	                 0	                 0	                 0
	         10.865254	         8.2279113	                 0	        0.18989266	                 0	               642	              12.8	         7.5157237	               659	           659.624	         5.2842754	                 0	                 0	                 0
	         10.864759	         8.2387764	                 0	        0.18979825	                 0	               641	              12.8	         7.5147878	               660	           660.624	         5.2852113	                 0	                 0	                 0
	         10.863757	         8.2496407	                 0	        0.19015839	                 0	               640	              12.8	         7.5138506	               661	           661.624	         5.2861485	                 0	                 0	                 0
	         10.856111	         8.2605018	                 0	        0.19487119	                 0	               640	              12.8	          7.512895	               662	           662.624	          5.287104	                 0	                 0	                 0
	         10.854958	         8.2713546	                 0	        0.19853481	                 0	               639	              12.8	          7.511897	               663	           663.624	          5.288102	                 0	                 0	                 0
	         10.862955	         8.2822145	                 0	        0.19615484	                 0	               638	              12.8	         7.5109145	               664	           664.624	         5.2890845	                 0	                 0	                 0
	         11.548347	         8.2933267	                 0	                 1	                 0	               638	              12.8	         7.5047473	               665	           665.624	         5.2952456	                 0	                 0	                 0
	         12.536221	         8.3053711	                 0	                 1	                 0	               638	              12.8	         7.4973446	               666	           666.624	         5.3026478	                 0	                 0	                 0
	         13.481543	         8.3183837	                 0	                 1	                 0	               638	              12.8	         7.4894145	               667	           667.624	         5.3105773	                 0	                 0	                 0
	         14.372167	         8.3323163	                 0	        0.93532808	                 0	               638	              12.8	         7.4811195	               668	           668.624	         5.3188731	                 0	                 0	                 0
	         14.315963	         8.3467758	       0.076027175	                 0	                 0	               637	              12.8	         7.4809479	               669	           669.624	         5.3190527	                 0	                 0	                 0
	         11.742532	         8.3597816	        0.11833633	                 0	                 0	               636	              12.8	         7.4814598	               670	           670.624	         5.3185406	                 0	                 0	                 0
	         10.443568	         8.3707797	                 0	                 0	                 0	               635	              12.8	         7.4818522	               671	           671.624	         5.3181482	                 0	                 0	                 0
	         10.075413	         8.3810142	                 0	        0.25185067	                 0	               634	              12.8	         7.4814255	               672	           672.624	         5.3185731	                 0	                 0	                 0
	         10.224433	         8.3911048	                 0	        0.97483803	                 0	               634	              12.8	         7.4775235	               673	           673.624	         5.3224699	                 0	                 0	                 0
	          10.95757	         8.4016974	                 0	                 1	                 0	               634	              12.8	          7.470979	               674	           674.624	         5.3290143	                 0	                 0	                 0
	         11.666076	         8.4130109	                 0	                 1	                 0	               634	              12.8	         7.4640893	               675	           675.624	         5.3359036	                 0	                 0	                 0
	         12.350373	         8.4250208	                 0	                 1	                 0	               634	              12.8	         7.4568167	               676	           676.624	         5.3431758	                 0	                 0	                 0
	         13.010805	          8.437703	                 0	                 1	                 0	               634	              12.8	          7.449163	               677	           677.624	         5.3508291	                 0	                 0	                 0
	         13.647784	         8.4510338	                 0	                 1	                 0	               634	              12.8	         7.4411356	               678	           678.624	         5.3588562	                 0	                 0	                 0
	         14.267426	         8.4649923	                 0	                 1	                 0	               634	              12.8	         7.4327428	               679	           679.624	         5.3672487	                 0	                 0	                 0
	         14.871317	         8.4795627	                 0	                 1	                 0	               633	              12.8	         7.4239914	               680	           680.624	         5.3759997	                 0	                 0	                 0
	         15.459413	          8.494729	                 0	                 1	                 0	               633	              12.8	         7.4148904	               681	           681.624	         5.3851003	                 0	                 0	                 0
	         16.035458	          8.510477	                 0	                 1	                 0	               633	              12.8	         7.4054466	               682	           682.624	         5.3945437	                 0	                 0	                 0
	         16.602441	         8.5267963	                 0	                 1	                 0	               633	              12.8	         7.3956656	               683	           683.624	         5.4043245	                 0	                 0	                 0
	         17.163823	         8.5436794	                 0	                 1	                 0	               633	              12.8	         7.3855509	               684	           684.624	         5.4144388	                 0	                 0	                 0
	          17.72152	         8.5611223	                 0	                 1	                 0	               633	              12.8	         7.3751045	               685	           685.624	         5.4248849	                 0	                 0	                 0
	         18.281675	         8.5791226	                 0	                 1	                 0	               633	              12.8	          7.364327	               686	           686.624	         5.4356621	                 0	                 0	                 0
	         18.850085	         8.5976877	                 0	                 1	                 0	               633	              12.8	         7.3532132	               687	           687.624	         5.4467755	                 0	                 0	                 0
	         19.429553	          8.616826	                 0	                 1	                 0	               633	              12.8	         7.3417577	               688	           688.624	         5.4582307	                 0	                 0	                 0
	         20.022799	         8.6365515	                 0	                 1	                 0	               633	              12.8	         7.3300248	               689	           689.624	         5.4699635	                 0	                 0	                 0
	         20.609268	         8.6568679	                 0	                 1	                 0	               633	              12.8	         7.3182887	               690	           690.624	         5.4816996	                 0	                 0	                 0
	         21.191541	         8.6777682	                 0	                 1	                 0	               633	              12.8	          7.306558	               691	           691.624	         5.4934303	                 0	                 0	                 0
	         21.773137	         8.6992502	                 0	                 1	                 0	               632	              12.8	         7.2948296	               692	           692.624	         5.5051587	                 0	                 0	                 0
	         22.248095	          8.721302	                 0	        0.35784819	                 0	               632	              12.8	          7.285869	               693	           693.624	         5.5141302	                 0	                 0	                 0
	         21.354252	         8.7432945	         0.2464994	                 0	                 0	               630	              12.8	         7.2873136	               694	           694.624	         5.5126872	                 0	                 0	                 0
	         18.352875	         8.7631149	        0.21035865	                 0	                 0	               628	              12.8	         7.2880558	               695	           695.624	         5.5119449	                 0	                 0	                 0
	         16.078488	          8.780255	        0.13336587	                 0	                 0	               627	              12.8	         7.2886379	               696	           696.624	         5.5113626	                 0	                 0	                 0
	         14.580116	         8.7955346	       0.083775369	                 0	                 0	               626	              12.8	         7.2891247	               697	           697.624	         5.5108757	                 0	                 0	                 0
	         13.555856	         8.8095725	       0.054623752	                 0	                 0	               625	              12.8	         7.2895539	               698	           698.624	         5.5104465	                 0	                 0	                 0
	         12.835824	         8.8227477	       0.035130189	                 0	                 0	               624	              12.8	         7.2899471	               699	           699.624	         5.5100533	                 0	                 0	                 0
	         12.339512	          8.835317	       0.017018115	                 0	                 0	               623	              12.8	         7.2903174	               700	           700.624	          5.509683	                 0	                 0	                 0
	         12.056537	         8.8475023	      0.0057150858	                 0	                 0	               622	              12.8	         7.2906744	               701	           701.624	          5.509326	                 0	                 0	                 0
	         11.882604	         8.8594658	      0.0015095726	                 0	                 0	               621	              12.8	         7.2910238	               702	           702.624	         5.5089765	                 0	                 0	                 0
	         11.585775	         8.8712317	       0.032900648	                 0	                 0	               620	              12.8	         7.2913657	               703	           703.624	         5.5086346	                 0	                 0	                 0
	         11.275252	         8.8826349	      0.0073110886	                 0	                 0	               620	              12.8	         7.2916965	               704	           704.624	         5.5083038	                 0	                 0	                 0
	         11.179502	          8.893853	                 0	                 0	                 0	               619	              12.8	         7.2920232	               705	           705.624	         5.5079772	                 0	                 0	                 0
	         11.144678	          8.905011	                 0	         0.0213321	                 0	               618	              12.8	          7.292279	               706	           706.624	         5.5077212	                 0	                 0	                 0
	          11.15894	         8.9161601	                 0	       0.032528884	                 0	               617	              12.8	         7.2923988	               707	           707.624	         5.5076013	                 0	                 0	                 0
	         11.191646	         8.9273351	                 0	       0.018909479	                 0	               616	              12.8	         7.2925614	               708	           708.624	         5.5074388	                 0	                 0	                 0
	         11.216782	         8.9385398	                 0	                 0	                 0	               616	              12.8	         7.2928771	               709	           709.624	         5.5071232	                 0	                 0	                 0
	         11.197112	         8.9497556	      0.0095096598	                 0	                 0	               615	              12.8	         7.2932064	               710	           710.624	         5.5067939	                 0	                 0	                 0
	         11.151143	         8.9609278	      0.0092674339	                 0	                 0	               614	              12.8	         7.2935329	               711	           711.624	         5.5064674	                 0	                 0	                 0
	          11.12814	          8.972066	      0.0095656014	                 0	                 0	               613	              12.8	         7.2938579	               712	           712.624	         5.5061424	                 0	                 0	                 0
	           11.1176	         8.9831882	       0.010719376	                 0	                 0	               612	              12.8	         7.2941821	               713	           713.624	         5.5058183	                 0	                 0	                 0
	         11.112595	          8.994303	       0.012137474	                 0	                 0	               612	              12.8	         7.2945058	               714	           714.624	         5.5054945	                 0	                 0	                 0
	         11.109602	          9.005414	       0.013569915	                 0	                 0	               611	              12.8	         7.2948292	               715	           715.624	         5.5051711	                 0	                 0	                 0
	          11.10677	         9.0165222	       0.014753428	                 0	                 0	               610	              12.8	         7.2951525	               716	           716.624	         5.5048478	                 0	                 0	                 0
	         11.104682	         9.0276278	       0.015650117	                 0	                 0	               609	              12.8	         7.2954756	               717	           717.624	         5.5045248	                 0	                 0	                 0
	         11.103193	         9.0387318	        0.01632457	                 0	                 0	               608	              12.8	         7.2957985	               718	           718.624	         5.5042018	                 0	                 0	                 0
	         11.101948	         9.0498343	       0.016753052	                 0	                 0	               608	              12.8	         7.2961214	               719	           719.624	         5.5038789	                 0	                 0	                 0
	         11.100961	         9.0609357	       0.016812224	                 0	                 0	               607	              12.8	         7.2964441	               720	           720.624	         5.5035562	                 0	                 0	                 0
	         11.101001	         9.0720367	       0.016740108	                 0	                 0	               606	              12.8	         7.2967668	               721	           721.624	         5.5032335	                 0	                 0	                 0
	         11.100505	         9.0831375	       0.016456168	                 0	                 0	               605	              12.8	         7.2970894	               722	           722.624	         5.5029109	                 0	                 0	                 0
	         11.095729	         9.0942368	        0.01738563	                 0	                 0	               605	              12.8	         7.2974119	               723	           723.624	         5.5025884	                 0	                 0	                 0
	         11.073906	         9.1053217	       0.016574263	                 0	                 0	               604	              12.8	         7.2977339	               724	           724.624	         5.5022665	                 0	                 0	                 0
	         11.059418	         9.1163876	       0.014732316	                 0	                 0	               603	              12.8	         7.2980552	               725	           725.624	         5.5019451	                 0	                 0	                 0
	         11.033946	         9.1274369	       0.015575215	                 0	                 0	               602	              12.8	          7.298376	               726	           726.624	         5.5016243	                 0	                 0	                 0
	         10.999916	         9.1384532	       0.012972503	                 0	                 0	               601	              12.8	         7.2986958	               727	           727.624	         5.5013046	                 0	                 0	                 0
	         10.979701	          9.149442	      0.0096483511	                 0	                 0	               601	              12.8	         7.2990148	               728	           728.624	         5.5009855	                 0	                 0	                 0
	            10.968	         9.1604154	                 0	                 0	                 0	               600	              12.8	         7.2993334	               729	           729.624	         5.5006669	                 0	                 0	                 0
	         11.175235	          9.171437	                 0	        0.53220459	                 0	               599	              12.8	         7.2980814	               730	           730.624	         5.5019146	                 0	                 0	                 0
	         12.327406	         9.1831491	                 0	                 1	                 0	               599	              12.8	         7.2908041	               731	           731.624	         5.5091882	                 0	                 0	                 0
	         13.553293	         9.1960924	                 0	                 1	                 0	               599	              12.8	         7.2828353	               732	           732.624	         5.5171564	                 0	                 0	                 0
	         14.730276	         9.2102381	                 0	                 1	                 0	               599	              12.8	          7.274201	               733	           733.624	           5.52579	                 0	                 0	                 0
	         15.852454	         9.2255336	                 0	                 1	                 0	               599	              12.8	         7.2649142	               734	           734.624	         5.5350762	                 0	                 0	                 0
	         16.920618	         9.2419237	                 0	                 1	                 0	               599	              12.8	         7.2549974	               735	           735.624	         5.5449924	                 0	                 0	                 0
	         17.943805	         9.2593589	                 0	                 1	                 0	               599	              12.8	         7.2444738	               736	           736.624	         5.5555154	                 0	                 0	                 0
	          18.92712	          9.277797	                 0	                 1	                 0	               599	              12.8	         7.2333647	               737	           737.624	         5.5666239	                 0	                 0	                 0
	         19.873724	         9.2972003	                 0	                 1	                 0	               599	              12.8	         7.2217117	               738	           738.624	         5.5782765	                 0	                 0	                 0
	         20.757784	         9.3175211	                 0	                 1	                 0	               599	              12.8	         7.2099594	               739	           739.624	         5.5900289	                 0	                 0	                 0
	         21.586256	          9.338697	                 0	                 1	                 0	               599	              12.8	         7.1982196	               740	           740.624	         5.6017687	                 0	                 0	                 0
	         22.370806	          9.360678	                 0	                 1	                 0	               599	              12.8	         7.1864864	               741	           741.624	         5.6135019	                 0	                 0	                 0
	         23.128716	          9.383429	                 0	                 1	                 0	               599	              12.8	         7.1747566	               742	           742.624	         5.6252317	                 0	                 0	                 0
	         23.875996	         9.4069311	                 0	                 1	                 0	               599	              12.8	         7.1630283	               743	           743.624	           5.63696	                 0	                 0	                 0
	         24.629249	         9.4311823	                 0	                 1	                 0	               598	              12.8	         7.1513007	               744	           744.624	         5.6486875	                 0	                 0	                 0
	         25.388416	          9.456191	                 0	                 1	                 0	               598	              12.8	         7.1395733	               745	           745.624	          5.660415	                 0	                 0	                 0
	         25.976063	         9.4819332	                 0	        0.10487799	                 0	               597	              12.8	         7.1321378	               746	           746.624	         5.6678657	                 0	                 0	                 0
	         25.028672	         9.5076824	        0.22204253	                 0	                 0	               595	              12.8	          7.133458	               747	           747.624	         5.6665429	                 0	                 0	                 0
	         22.588178	         9.5314836	        0.20967498	                 0	                 0	               594	              12.8	         7.1343011	               748	           748.624	         5.6656997	                 0	                 0	                 0
	          20.00286	         9.5527883	        0.21384562	                 0	                 0	               593	              12.8	           7.13499	               749	           749.624	         5.6650106	                 0	                 0	                 0
	         17.555282	         9.5715372	        0.17448837	                 0	                 0	               591	              12.8	         7.1355633	               750	           750.624	         5.6644372	                 0	                 0	                 0
	         15.630982	         9.5880807	        0.11555663	                 0	                 0	               590	              12.8	         7.1360541	               751	           751.624	         5.6639463	                 0	                 0	                 0
